RecordDate,AgencyName,FiscalYear,RestatementFlag,Measures,Amount (in Billions)
2022-09-30,All other entities,2022,Y,Subtotal,23.1
2022-09-30,All other entities,2022,Y,Change in Assumptions,0.1
2022-09-30,All other entities,2022,Y,Net Cost,23.2
2022-09-30,Total,2022,Y,Gross Cost,7406.6
2022-09-30,Total,2022,Y,Earned Revenue,574.2
2022-09-30,Total,2022,Y,Subtotal,6832.4
2022-09-30,Total,2022,Y,Change in Assumptions,518.4
2022-09-30,Total,2022,Y,Net Cost,7350.8
2021-09-30,Department of Health and Human Services,2021,N,Gross Cost,1644.9
2021-09-30,Department of Health and Human Services,2021,N,Earned Revenue,137.7
2021-09-30,Department of Health and Human Services,2021,N,Subtotal,1507.2
2021-09-30,Department of Health and Human Services,2021,N,Change in Assumptions,0.7
2021-09-30,Department of Health and Human Services,2021,N,Net Cost,1507.9
2021-09-30,Social Security Administration,2021,N,Gross Cost,1194.1
2021-09-30,Social Security Administration,2021,N,Earned Revenue,0.3
2021-09-30,Social Security Administration,2021,N,Subtotal,1193.8
2021-09-30,Social Security Administration,2021,N,Change in Assumptions,0
2021-09-30,Social Security Administration,2021,N,Net Cost,1193.8
2021-09-30,Department of Defense,2021,N,Gross Cost,851.8
2021-09-30,Department of Defense,2021,N,Earned Revenue,44
2021-09-30,Department of Defense,2021,N,Subtotal,807.8
2021-09-30,Department of Defense,2021,N,Change in Assumptions,82.8
2021-09-30,Department of Defense,2021,N,Net Cost,890.6
2021-09-30,Department of the Treasury,2021,N,Gross Cost,854.6
2021-09-30,Department of the Treasury,2021,N,Earned Revenue,23.8
2021-09-30,Department of the Treasury,2021,N,Subtotal,830.8
2021-09-30,Department of the Treasury,2021,N,Change in Assumptions,0
2021-09-30,Department of the Treasury,2021,N,Net Cost,830.8
2021-09-30,Department of Veterans Affairs,2021,N,Gross Cost,351
2021-09-30,Department of Veterans Affairs,2021,N,Earned Revenue,3.9
2021-09-30,Department of Veterans Affairs,2021,N,Subtotal,347.1
2021-09-30,Department of Veterans Affairs,2021,N,Change in Assumptions,346.3
2021-09-30,Department of Veterans Affairs,2021,N,Net Cost,693.4
2021-09-30,Department of Labor,2021,N,Gross Cost,396.8
2021-09-30,Department of Labor,2021,N,Earned Revenue,0
2021-09-30,Department of Labor,2021,N,Subtotal,396.8
2021-09-30,Department of Labor,2021,N,Change in Assumptions,0
2021-09-30,Department of Labor,2021,N,Net Cost,396.8
2021-09-30,Interest on Treasury Securities Held by the Public,2021,N,Gross Cost,392
2021-09-30,Interest on Treasury Securities Held by the Public,2021,N,Earned Revenue,0
2021-09-30,Interest on Treasury Securities Held by the Public,2021,N,Subtotal,392
2021-09-30,Interest on Treasury Securities Held by the Public,2021,N,Change in Assumptions,0
2021-09-30,Interest on Treasury Securities Held by the Public,2021,N,Net Cost,392
2021-09-30,Small Business Administration,2021,N,Gross Cost,350.5
2021-09-30,Small Business Administration,2021,N,Earned Revenue,3.1
2021-09-30,Small Business Administration,2021,N,Subtotal,347.4
2021-09-30,Small Business Administration,2021,N,Change in Assumptions,0
2021-09-30,Small Business Administration,2021,N,Net Cost,347.4
2021-09-30,Department of Agriculture,2021,N,Gross Cost,239.4
2021-09-30,Department of Agriculture,2021,N,Earned Revenue,8.8
2021-09-30,Department of Agriculture,2021,N,Subtotal,230.6
2021-09-30,Department of Agriculture,2021,N,Change in Assumptions,0
2021-09-30,Department of Agriculture,2021,N,Net Cost,230.6
2021-09-30,Department of Education,2021,N,Gross Cost,243
2021-09-30,Department of Education,2021,N,Earned Revenue,34.4
2021-09-30,Department of Education,2021,N,Subtotal,208.6
2021-09-30,Department of Education,2021,N,Change in Assumptions,0
2021-09-30,Department of Education,2021,N,Net Cost,208.6
2021-09-30,Office of Personnel Management,2021,N,Gross Cost,134
2021-09-30,Office of Personnel Management,2021,N,Earned Revenue,26.3
2021-09-30,Office of Personnel Management,2021,N,Subtotal,107.7
2021-09-30,Office of Personnel Management,2021,N,Change in Assumptions,84.9
2021-09-30,Office of Personnel Management,2021,N,Net Cost,192.6
2021-09-30,Department of Transportation,2021,N,Gross Cost,102.9
2021-09-30,Department of Transportation,2021,N,Earned Revenue,1
2021-09-30,Department of Transportation,2021,N,Subtotal,101.9
2021-09-30,Department of Transportation,2021,N,Change in Assumptions,0
2021-09-30,Department of Transportation,2021,N,Net Cost,101.9
2021-09-30,Department of Homeland Security,2021,N,Gross Cost,101
2021-09-30,Department of Homeland Security,2021,N,Earned Revenue,12.9
2021-09-30,Department of Homeland Security,2021,N,Subtotal,88.1
2021-09-30,Department of Homeland Security,2021,N,Change in Assumptions,1.6
2021-09-30,Department of Homeland Security,2021,N,Net Cost,89.7
2021-09-30,Security Assistance Accounts,2021,N,Gross Cost,92.9
2021-09-30,Security Assistance Accounts,2021,N,Earned Revenue,14.4
2021-09-30,Security Assistance Accounts,2021,N,Subtotal,78.5
2021-09-30,Security Assistance Accounts,2021,N,Change in Assumptions,0
2021-09-30,Security Assistance Accounts,2021,N,Net Cost,78.5
2021-09-30,Department of Justice,2021,N,Gross Cost,41.4
2021-09-30,Department of Justice,2021,N,Earned Revenue,2.6
2021-09-30,Department of Justice,2021,N,Subtotal,38.8
2021-09-30,Department of Justice,2021,N,Change in Assumptions,0
2021-09-30,Department of Justice,2021,N,Net Cost,38.8
2021-09-30,Department of State,2021,N,Gross Cost,40.2
2021-09-30,Department of State,2021,N,Earned Revenue,3.5
2021-09-30,Department of State,2021,N,Subtotal,36.7
2021-09-30,Department of State,2021,N,Change in Assumptions,1.9
2021-09-30,Department of State,2021,N,Net Cost,38.6
2021-09-30,Department of Energy,2021,N,Gross Cost,43.2
2021-09-30,Department of Energy,2021,N,Earned Revenue,6.2
2021-09-30,Department of Energy,2021,N,Subtotal,37
2021-09-30,Department of Energy,2021,N,Change in Assumptions,0
2021-09-30,Department of Energy,2021,N,Net Cost,37
2021-09-30,Department of Housing and Urban Development,2021,N,Gross Cost,35.3
2021-09-30,Department of Housing and Urban Development,2021,N,Earned Revenue,1.9
2021-09-30,Department of Housing and Urban Development,2021,N,Subtotal,33.4
2021-09-30,Department of Housing and Urban Development,2021,N,Change in Assumptions,0
2021-09-30,Department of Housing and Urban Development,2021,N,Net Cost,33.4
2021-09-30,National Aeronautics and Space Administration,2021,N,Gross Cost,22.1
2021-09-30,National Aeronautics and Space Administration,2021,N,Earned Revenue,0.3
2021-09-30,National Aeronautics and Space Administration,2021,N,Subtotal,21.8
2021-09-30,National Aeronautics and Space Administration,2021,N,Change in Assumptions,0
2021-09-30,National Aeronautics and Space Administration,2021,N,Net Cost,21.8
2021-09-30,Department of the Interior,2021,N,Gross Cost,23.8
2021-09-30,Department of the Interior,2021,N,Earned Revenue,2.3
2021-09-30,Department of the Interior,2021,N,Subtotal,21.5
2021-09-30,Department of the Interior,2021,N,Change in Assumptions,0
2021-09-30,Department of the Interior,2021,N,Net Cost,21.5
2021-09-30,Railroad Retirement Board,2021,N,Gross Cost,17.3
2021-09-30,Railroad Retirement Board,2021,N,Earned Revenue,0
2021-09-30,Railroad Retirement Board,2021,N,Subtotal,17.3
2021-09-30,Railroad Retirement Board,2021,N,Change in Assumptions,0
2021-09-30,Railroad Retirement Board,2021,N,Net Cost,17.3
2021-09-30,U.S. Agency for International Development,2021,N,Gross Cost,16
2021-09-30,U.S. Agency for International Development,2021,N,Earned Revenue,0
2021-09-30,U.S. Agency for International Development,2021,N,Subtotal,16
2021-09-30,U.S. Agency for International Development,2021,N,Change in Assumptions,0
2021-09-30,U.S. Agency for International Development,2021,N,Net Cost,16
2021-09-30,Department of Commerce,2021,N,Gross Cost,15.5
2021-09-30,Department of Commerce,2021,N,Earned Revenue,3.6
2021-09-30,Department of Commerce,2021,N,Subtotal,11.9
2021-09-30,Department of Commerce,2021,N,Change in Assumptions,0.1
2021-09-30,Department of Commerce,2021,N,Net Cost,12
2021-09-30,Federal Communications Commission,2021,N,Gross Cost,11.7
2021-09-30,Federal Communications Commission,2021,N,Earned Revenue,0.4
2021-09-30,Federal Communications Commission,2021,N,Subtotal,11.3
2021-09-30,Federal Communications Commission,2021,N,Change in Assumptions,0
2021-09-30,Federal Communications Commission,2021,N,Net Cost,11.3
2021-09-30,Environmental Protection Agency,2021,N,Gross Cost,8.9
2021-09-30,Environmental Protection Agency,2021,N,Earned Revenue,0.4
2021-09-30,Environmental Protection Agency,2021,N,Subtotal,8.5
2021-09-30,Environmental Protection Agency,2021,N,Change in Assumptions,0
2021-09-30,Environmental Protection Agency,2021,N,Net Cost,8.5
2021-09-30,National Science Foundation,2021,N,Gross Cost,7.4
2021-09-30,National Science Foundation,2021,N,Earned Revenue,0
2021-09-30,National Science Foundation,2021,N,Subtotal,7.4
2021-09-30,National Science Foundation,2021,N,Change in Assumptions,0
2021-09-30,National Science Foundation,2021,N,Net Cost,7.4
2021-09-30,U.S. Postal Service,2021,N,Gross Cost,77.9
2021-09-30,U.S. Postal Service,2021,N,Earned Revenue,75.7
2021-09-30,U.S. Postal Service,2021,N,Subtotal,2.2
2021-09-30,U.S. Postal Service,2021,N,Change in Assumptions,0
2021-09-30,U.S. Postal Service,2021,N,Net Cost,2.2
2021-09-30,Smithsonian Institution,2021,N,Gross Cost,1.5
2021-09-30,Smithsonian Institution,2021,N,Earned Revenue,0.8
2021-09-30,Smithsonian Institution,2021,N,Subtotal,0.7
2021-09-30,Smithsonian Institution,2021,N,Change in Assumptions,0
2021-09-30,Smithsonian Institution,2021,N,Net Cost,0.7
2021-09-30,Millennium Challenge Corporation,2021,N,Gross Cost,0.7
2021-09-30,Millennium Challenge Corporation,2021,N,Earned Revenue,0
2021-09-30,Millennium Challenge Corporation,2021,N,Subtotal,0.7
2021-09-30,Millennium Challenge Corporation,2021,N,Change in Assumptions,0
2021-09-30,Millennium Challenge Corporation,2021,N,Net Cost,0.7
2021-09-30,U.S. Nuclear Regulatory Commission,2021,N,Gross Cost,0.9
2021-09-30,U.S. Nuclear Regulatory Commission,2021,N,Earned Revenue,0.7
2021-09-30,U.S. Nuclear Regulatory Commission,2021,N,Subtotal,0.2
2021-09-30,U.S. Nuclear Regulatory Commission,2021,N,Change in Assumptions,0
2021-09-30,U.S. Nuclear Regulatory Commission,2021,N,Net Cost,0.2
2021-09-30,National Credit Union Administration,2021,N,Gross Cost,0.2
2021-09-30,National Credit Union Administration,2021,N,Earned Revenue,0.1
2021-09-30,National Credit Union Administration,2021,N,Subtotal,0.1
2021-09-30,National Credit Union Administration,2021,N,Change in Assumptions,0
2021-09-30,National Credit Union Administration,2021,N,Net Cost,0.1
2021-09-30,Securities and Exchange Commission,2021,N,Gross Cost,2.4
2021-09-30,Securities and Exchange Commission,2021,N,Earned Revenue,2.5
2021-09-30,Securities and Exchange Commission,2021,N,Subtotal,-0.0999999999999996
2021-09-30,Securities and Exchange Commission,2021,N,Change in Assumptions,0
2021-09-30,Securities and Exchange Commission,2021,N,Net Cost,-0.0999999999999996
2021-09-30,Export-Import Bank of the U.S.,2021,N,Gross Cost,0.5
2021-09-30,Export-Import Bank of the U.S.,2021,N,Earned Revenue,0.7
2021-09-30,Export-Import Bank of the U.S.,2021,N,Subtotal,-0.2
2021-09-30,Export-Import Bank of the U.S.,2021,N,Change in Assumptions,0
2021-09-30,Export-Import Bank of the U.S.,2021,N,Net Cost,-0.2
2021-09-30,U.S. International Development Finance Corporation,2021,N,Gross Cost,0
2021-09-30,U.S. International Development Finance Corporation,2021,N,Earned Revenue,0.2
2021-09-30,U.S. International Development Finance Corporation,2021,N,Subtotal,-0.2
2021-09-30,U.S. International Development Finance Corporation,2021,N,Change in Assumptions,0
2021-09-30,U.S. International Development Finance Corporation,2021,N,Net Cost,-0.2
2021-09-30,Farm Credit System Insurance Corporation,2021,N,Gross Cost,0
2021-09-30,Farm Credit System Insurance Corporation,2021,N,Earned Revenue,0.4
2021-09-30,Farm Credit System Insurance Corporation,2021,N,Subtotal,-0.4
2021-09-30,Farm Credit System Insurance Corporation,2021,N,Change in Assumptions,0
2021-09-30,Farm Credit System Insurance Corporation,2021,N,Net Cost,-0.4
2021-09-30,General Services Administration,2021,N,Gross Cost,-0.100000000000001
2021-09-30,General Services Administration,2021,N,Earned Revenue,0.9
2021-09-30,General Services Administration,2021,N,Subtotal,-1
2021-09-30,General Services Administration,2021,N,Change in Assumptions,0
2021-09-30,General Services Administration,2021,N,Net Cost,-1
2021-09-30,Tennessee Valley Authority,2021,N,Gross Cost,8.8
2021-09-30,Tennessee Valley Authority,2021,N,Earned Revenue,10.4
2021-09-30,Tennessee Valley Authority,2021,N,Subtotal,-1.6
2021-09-30,Tennessee Valley Authority,2021,N,Change in Assumptions,0
2021-09-30,Tennessee Valley Authority,2021,N,Net Cost,-1.6
2021-09-30,Federal Deposit Insurance Corporation,2021,N,Gross Cost,1.7
2021-09-30,Federal Deposit Insurance Corporation,2021,N,Earned Revenue,7.1
2021-09-30,Federal Deposit Insurance Corporation,2021,N,Subtotal,-5.4
2021-09-30,Federal Deposit Insurance Corporation,2021,N,Change in Assumptions,0
2021-09-30,Federal Deposit Insurance Corporation,2021,N,Net Cost,-5.4
2021-09-30,National Railroad Retirement Investment Trust,2021,N,Gross Cost,0.1
2021-09-30,National Railroad Retirement Investment Trust,2021,N,Earned Revenue,6.6
2021-09-30,National Railroad Retirement Investment Trust,2021,N,Subtotal,-6.5
2021-09-30,National Railroad Retirement Investment Trust,2021,N,Change in Assumptions,0
2021-09-30,National Railroad Retirement Investment Trust,2021,N,Net Cost,-6.5
2021-09-30,Pension Benefit Guaranty Corporation,2021,N,Gross Cost,-56.5
2021-09-30,Pension Benefit Guaranty Corporation,2021,N,Earned Revenue,22.6
2021-09-30,Pension Benefit Guaranty Corporation,2021,N,Subtotal,-79.1
2021-09-30,Pension Benefit Guaranty Corporation,2021,N,Change in Assumptions,0
2021-09-30,Pension Benefit Guaranty Corporation,2021,N,Net Cost,-79.1
2021-09-30,All other entities,2021,N,Gross Cost,24.9
2021-09-30,All other entities,2021,N,Earned Revenue,1.8
2021-09-30,All other entities,2021,N,Subtotal,23.1
2021-09-30,All other entities,2021,N,Change in Assumptions,0.1
2021-09-30,All other entities,2021,N,Net Cost,23.2
2021-09-30,Total,2021,N,Gross Cost,7294.7
2021-09-30,Total,2021,N,Earned Revenue,462.3
2021-09-30,Total,2021,N,Subtotal,6832.4
2021-09-30,Total,2021,N,Change in Assumptions,518.4
2021-09-30,Total,2021,N,Net Cost,7350.8
2021-09-30,Department of Health and Human Services,2021,Y,Gross Cost,1537
2021-09-30,Department of Health and Human Services,2021,Y,Earned Revenue,130
2021-09-30,Department of Health and Human Services,2021,Y,Subtotal,1407
2021-09-30,Department of Health and Human Services,2021,Y,Change in Assumptions,0.1
2021-09-30,Department of Health and Human Services,2021,Y,Net Cost,1407.1
2021-09-30,Social Security Administration,2021,Y,Gross Cost,1157.6
2021-09-30,Social Security Administration,2021,Y,Earned Revenue,0.3
2021-09-30,Social Security Administration,2021,Y,Subtotal,1157.3
2021-09-30,Social Security Administration,2021,Y,Change in Assumptions,0
2021-09-30,Social Security Administration,2021,Y,Net Cost,1157.3
2021-09-30,Department of Defense,2021,Y,Gross Cost,803
2021-09-30,Department of Defense,2021,Y,Earned Revenue,39.8
2021-09-30,Department of Defense,2021,Y,Subtotal,763.2
2021-09-30,Department of Defense,2021,Y,Change in Assumptions,-17.4
2021-09-30,Department of Defense,2021,Y,Net Cost,745.8
2021-09-30,Department of the Treasury,2021,Y,Gross Cost,581.3
2021-09-30,Department of the Treasury,2021,Y,Earned Revenue,20.6
2021-09-30,Department of the Treasury,2021,Y,Subtotal,560.7
2021-09-30,Department of the Treasury,2021,Y,Change in Assumptions,0
2021-09-30,Department of the Treasury,2021,Y,Net Cost,560.7
2021-09-30,Department of Veterans Affairs,2021,Y,Gross Cost,386.5
2021-09-30,Department of Veterans Affairs,2021,Y,Earned Revenue,4
2021-09-30,Department of Veterans Affairs,2021,Y,Subtotal,382.5
2021-09-30,Department of Veterans Affairs,2021,Y,Change in Assumptions,602.7
2021-09-30,Department of Veterans Affairs,2021,Y,Net Cost,985.2
2021-09-30,Department of Labor,2021,Y,Gross Cost,493.2
2021-09-30,Department of Labor,2021,Y,Earned Revenue,0
2021-09-30,Department of Labor,2021,Y,Subtotal,493.2
2021-09-30,Department of Labor,2021,Y,Change in Assumptions,0
2021-09-30,Department of Labor,2021,Y,Net Cost,493.2
2021-09-30,Interest on Treasury Securities Held by the Public,2021,Y,Gross Cost,371.1
2021-09-30,Interest on Treasury Securities Held by the Public,2021,Y,Earned Revenue,0
2021-09-30,Interest on Treasury Securities Held by the Public,2021,Y,Subtotal,371.1
2021-09-30,Interest on Treasury Securities Held by the Public,2021,Y,Change in Assumptions,0
2021-09-30,Interest on Treasury Securities Held by the Public,2021,Y,Net Cost,371.1
2021-09-30,Small Business Administration,2021,Y,Gross Cost,562.1
2021-09-30,Small Business Administration,2021,Y,Earned Revenue,3.1
2021-09-30,Small Business Administration,2021,Y,Subtotal,559
2021-09-30,Small Business Administration,2021,Y,Change in Assumptions,0
2021-09-30,Small Business Administration,2021,Y,Net Cost,559
2021-09-30,Department of Agriculture,2021,Y,Gross Cost,198
